16.5	278.8	349.5	101.9	43	0.42
16.2	281.5	281.3	101.8	32	0.47
12.4	258.7	344.6	101.7	40	0.39
14.2	215.9	304.6	101.4	36	0.38
15.7	254.2	177.7	101.6	57	0.28
15.8	238.7	230.8	101.7	36	0.37
12.3	348	321.8	102.1	66	0.33
14.4	225	312	101.5	42	0.36
15.5	362.2	304.4	101.7	77	0.28
16.5	230	315.6	101.7	34	0.43
11.4	277	273.9	102	68	0.22
14.9	280.6	360.1	101.9	24	0.58
13.8	291.5	325.3	101.7	71	0.26
14.1	295.6	303.9	101.8	73	0.28
11.2	274.7	357.6	101.8	75	0.22
13.4	244.6	356.6	101.4	41	0.4
13.6	376.7	257.8	101.4	67	0.28
13.5	279.2	281.7	101.7	69	0.25
14.2	278.3	354.5	101.7	40	0.4
13.3	369.9	225.9	100.9	67	0.25
13.6	292.5	362.3	101.7	70	0.3
13.2	302	238.6	101.5	67	0.26
14	227.8	345.6	101.6	34	0.41
13.2	389	321.3	100.8	62	0.35
14.3	262.8	359.7	101.6	60	0.32
13.6	414.1	289.5	101.4	67	0.32
12.2	276.5	335.2	101.6	69	0.3
13.8	659.2	302.1	101.4	62	0.51
13.5	290.2	329.7	101.3	67	0.27
11.8	408.6	93.9	101.1	93	0.08
12.3	389.9	152.2	102	81	0.2
12.5	306.1	382.1	102.1	40	0.48
13.8	306.1	227.9	101.3	77	0.18
13.3	266	253.7	101.9	74	0.21
12.8	399.5	300.7	102.2	67	0.29
12.3	262.8	311.1	102.3	35	0.4
14.7	384.5	384.6	101.6	75	0.32
13.6	219.6	347.7	101.9	53	0.31
12.5	622.3	161	101.7	90	0.19
11	360.8	177.1	101.6	62	0.29
17	285.2	375.6	101.9	38	0.51
14	254.2	368.9	102.1	32	0.47
9.8	603.6	244.5	101.8	50	0.45
11.3	293.4	394.9	102	52	0.37
19.6	454.6	382.9	101.8	25	0.85
15.9	295.2	404.4	101.9	33	0.6
8.7	413.2	321.2	102	19	0.53
11.8	194.5	388.9	101.7	52	0.34
21.1	415	217.5	101.6	20	0.81
14.7	206.8	400.9	102	30	0.49
10.3	311.1	176.3	102	33	0.4
12.3	272	251.3	101.6	62	0.29
18	256	259.5	101.4	35	0.49
14.6	220.9	403.6	101.9	42	0.43
13.6	384	191.9	101.8	33	0.51
13	343	267.8	101.7	53	0.37
16	291.1	211.2	101.4	70	0.25
16	283.3	384.3	101.8	47	0.44
13.2	306.1	151	102.3	88	0.17
12.2	272.9	402	102.3	53	0.39
16.6	272.4	268.4	101.5	81	0.19
18.5	348	409	101.5	37	0.6
13.4	391.3	314.9	102.6	84	0.2
13.3	293.8	396.3	102.1	48	0.44
16.3	358.1	293.2	101.9	80	0.24
20.5	270.1	429.5	101.6	23	0.73
11.4	267.4	339.3	102.3	73	0.24
14.7	275.1	375.6	101.6	55	0.37
15.9	448.7	263.3	102.1	78	0.26
18.7	258.7	418.6	101.6	22	0.67
11.2	345.3	297.1	101.8	64	0.29
14.7	340.7	316.1	101.4	71	0.29
15.7	406.3	209.2	102	76	0.21
16.2	211.4	423	101.5	42	0.46
10.1	371.7	271.2	101.6	68	0.24
13.4	554.4	208	101.3	63	0.41
16.1	329.4	381.5	101.7	74	0.3
16.4	284.7	414.7	101.6	43	0.45
10.3	338	426.5	101.9	63	0.33
9.6	757.1	329.8	101.2	33	0.75
13.7	279.2	167.7	101.4	84	0.14
15.4	263.3	411.6	101.4	48	0.4
11.3	357.1	416.5	102.5	66	0.32
8.5	332.5	427.1	102	29	0.48
14.3	442.8	424.4	101.6	55	0.5
12.8	281.1	415.4	101.2	78	0.26
11.2	327.5	414.2	102.4	70	0.29
9.7	358.5	422.9	102.1	42	0.46
13.7	231.4	409.9	101.7	52	0.36
15.1	524.3	447.5	101.8	20	0.76
12.3	318	413.4	102.1	65	0.31
12.2	681	187.4	101.8	65	0.4
13.4	317.1	393.1	101.3	59	0.4
13.3	427.8	368.7	101.3	63	0.44
11.7	348.5	304	101.7	80	0.2
11.8	505.7	171.7	101.8	67	0.31
13.7	378.1	418.7	101.4	36	0.53
15	370.4	429.1	101.8	26	0.62
13.3	334.4	259.2	101.6	77	0.22
9.9	327.1	434.6	102.2	52	0.39
13.7	378.6	421.6	101.7	29	0.58
15.3	306.1	430.1	102.1	29	0.61
13.8	397.2	385.1	101.8	75	0.3
11.2	307.5	406.7	102.3	52	0.38
13.2	353	467	101.7	41	0.52
15.5	301.6	394.9	101.8	39	0.49
16.9	367.6	416.9	102.1	39	0.56
12.8	236	355.3	102	62	0.31
11.7	347.6	314.7	101.2	72	0.27
13.8	280.2	368.5	101.4	75	0.27
18.6	308.9	355.5	102	26	0.63
15.6	240.5	355.5	101.9	41	0.42
11.2	579.9	207.9	100.5	68	0.31
13.8	366.7	384.5	101.6	73	0.32
18.4	240.5	383.1	101.6	36	0.55
17.8	224.6	413.7	102	33	0.54
9.9	562.6	223.6	100.5	71	0.27
14.2	390.9	400.4	101.8	76	0.3
18.4	282.9	360.3	101.7	48	0.49
17.1	184.5	362.5	101.9	37	0.42
9.9	495.2	346.3	100.7	68	0.3
16	353.5	369.9	101.5	63	0.39
18.6	303.4	368.6	101.9	37	0.53
16.6	206.8	298.8	101.8	50	0.36
11.1	439.1	370.9	101.2	58	0.38
16.6	354.9	282.9	101.4	70	0.32
17.2	323.9	457.2	101.8	52	0.52
13.9	236.9	396.8	101.8	74	0.26
12.1	291.5	460.3	101.9	61	0.39
17.9	544.4	292.1	101.7	68	0.39
14.7	310.2	392	101.1	74	0.3
14	303.4	464.8	101.9	71	0.36
12.3	328	413.1	101.9	61	0.35
16.5	379.9	319	101.9	85	0.23
14.4	415	375	101.2	72	0.35
13.6	388.6	388.1	102	74	0.36
15.9	539.8	289.2	101.9	76	0.29
12.6	316.1	440.9	101.6	73	0.32
14.4	424.1	272.6	101.7	81	0.21
13.6	338.5	379.7	101.5	66	0.34
14.1	329.8	252.6	101.9	66	0.3
13.6	315.2	417.2	101.8	63	0.35
13.7	376.3	466.7	101.4	70	0.37
13.2	653.7	172.3	101.1	84	0.22
14.7	319.8	305.2	101.9	62	0.35
15.5	214.6	461	101.9	53	0.4
14.1	355.3	405.9	101.7	77	0.29
11.9	594.9	348.1	101	58	0.45
15.3	368.5	378	101.8	70	0.41
19.4	270.1	344.5	101.6	30	0.59
14.7	395.9	337.5	101.9	74	0.3
11.9	347.1	439.1	101.9	46	0.45
14.4	460.6	202.5	101.6	62	0.39
17.7	451.4	214.4	101.5	52	0.48
15.3	345.3	363.9	102	77	0.3
13.6	364.4	461	102.1	56	0.46
13.1	635.9	383.2	101.7	50	0.6
15.1	248.3	138.6	101.5	89	0.11
14.5	342.1	332.2	101.7	77	0.28
15.8	350.8	499.8	101.4	49	0.53
12.8	346.2	502.6	101.8	53	0.5
14.7	374	259	101.6	86	0.18
15.2	372.2	430.9	101.6	66	0.42
17.9	328.9	476.5	101.1	52	0.53
14	230.5	448.8	101.6	61	0.36
14.8	349.4	358.6	101.6	77	0.28
15.4	425.5	519.2	102.1	69	0.43
13.9	402.2	434.3	101.4	82	0.28
13.9	345.8	326.6	101.3	63	0.36
14.8	305.7	253.5	101.7	75	0.22
13.9	339.4	359.8	102.1	81	0.24
14.9	348.5	467.9	101.9	71	0.38
13.6	342.6	221.2	101.3	57	0.33
14.2	343	350.4	101.9	75	0.27
14.2	414.1	515.9	101.4	48	0.56
14.6	451.9	424.2	101.9	75	0.35
14	433.7	293.9	101.4	61	0.39
15.7	436.4	494.4	102.1	70	0.46
14	446.9	516.9	101.4	47	0.61
15.3	483.8	410	102	78	0.34
12.6	676.9	315	101.5	57	0.49
15.1	435	269.5	101.9	80	0.28
14.6	365.8	535	101.8	27	0.71
15.3	324.8	425.1	101.9	83	0.28
12.3	631.4	449.8	101.8	51	0.61
15.4	395	461	101.9	67	0.43
15.2	383.6	525.5	101.9	25	0.78
14.4	335.3	466	101.8	79	0.34
11.7	352.1	435.3	102.1	48	0.46
14.9	495.2	404	101.4	69	0.43
15.2	292.5	516.6	101.4	30	0.6
14.8	368.5	489	101.4	69	0.42
12.6	311.6	504.2	102	48	0.5
13.5	952.1	413.8	101	57	0.65
14.1	399.5	389.9	101.4	57	0.44
14.1	377.6	479.2	101.4	77	0.35
15.1	298.8	543.3	101.5	41	0.61
14.1	349.9	496.6	101.2	59	0.47
14.7	453.7	435.3	101.8	60	0.48
14.2	399.5	349.7	101.7	70	0.34
17.6	298.4	401.3	101.8	27	0.63
14	273.3	547.8	101.5	62	0.44
15.2	362.2	543.8	102.2	60	0.54
14.8	475.6	547.4	101.8	67	0.52
16.4	312	542.7	101.6	43	0.62
14	345.3	336.7	101.2	74	0.28
16.5	281.5	571.1	102.2	42	0.65
15.2	345.3	495.1	101.8	63	0.44
14.9	340.7	538.4	101.5	64	0.44
14	687	466.9	101.2	56	0.62
19.6	308.9	571.2	101.7	24	0.87
15.7	298.4	512	101.7	67	0.42
14.6	349.4	440.6	101.7	76	0.31
13.2	411.4	520.6	101.5	60	0.52
19.4	175.8	510	101.6	21	0.69
17.4	369	527.2	101.5	71	0.49
17	306.1	311.7	101.6	65	0.31
12.8	629.1	333.7	101.3	65	0.46
16.5	270.1	529.2	101.7	55	0.53
19	351.2	538.3	101.7	26	0.78
18.2	262.8	542.7	101.5	50	0.53
12.7	637.3	456.1	101.5	54	0.6
15.7	351.7	506.5	101.8	70	0.42
16	293.4	560.4	101.3	53	0.55
14.6	335.7	477.5	101.5	78	0.33
12.7	384.9	469.5	101.6	65	0.41
16.2	319.3	560	101.7	72	0.46
14.6	441	391.6	101.5	71	0.38
14.6	336.6	494.8	101.5	74	0.38
13.8	407.3	501.1	101.1	61	0.49
18.8	375.8	584.9	101.3	56	0.64
14.9	365.3	405.1	101.8	67	0.39
14.1	301.1	256.8	101.4	78	0.22
14.7	236.9	587.7	101.3	55	0.54
23.7	326.6	560.1	101.4	22	0.97
14.3	565.3	174.5	101.4	95	0.17
15.4	335.3	415.3	101.7	65	0.41
15.4	237.3	589	101.8	57	0.52
24	284.7	588	101.1	26	0.96
13.4	610.9	441.8	101.2	60	0.55
14.9	370.4	294.8	101.5	76	0.28
14.6	347.6	513.8	101.6	71	0.43
18.5	431.4	538.9	100.9	71	0.57
14.1	376.7	552.2	101.7	63	0.51
14.6	420.9	284.5	101.6	63	0.38
15.2	313	572.1	101.4	65	0.49
17.8	436.9	574.2	101.3	72	0.54
15.7	316.6	578.6	102	63	0.52
13	426.4	202.6	101.4	80	0.24
17.4	314.8	559.6	101.6	34	0.7
18.6	315.2	584.3	101.5	32	0.8
15.9	373.5	551.1	101.9	78	0.44
14	312	342.4	101.4	70	0.3
18.1	331.6	560.7	101.8	18	0.89
15.8	355.8	476.2	101	66	0.51
16.9	374	561.5	101.7	73	0.49
14.1	337.6	298.7	101.3	68	0.31
17.7	264.2	601.2	101.3	20	0.79
17.4	404.1	561.5	101.2	38	0.71
18.8	326.2	577.7	101.4	58	0.6
14.6	327.5	378.9	101.4	70	0.34
16.9	375.8	585.4	101.6	44	0.72
18.2	326.6	587.3	101.6	26	0.81
17.3	358.5	574.3	101.5	68	0.54
14.9	326.6	249.7	101.5	69	0.28
14.9	395.9	444.7	101.6	70	0.43
17.1	307.5	613.6	101.5	40	0.7
16.8	343.9	571.6	101.6	66	0.52
16.1	376.7	549.9	101.7	69	0.5
14.3	616.8	441.6	101.2	65	0.45
16.6	271	618.8	101.3	54	0.62
17.6	401.8	555	101.5	68	0.54
18.1	278.3	430.1	101.4	53	0.45
13.9	372.2	552	101.4	69	0.46
16	378.1	553.7	101.4	68	0.52
23.6	320.2	611.7	101.4	42	0.89
17.1	395.9	504.9	101.3	83	0.41
14.8	335.7	572.2	101.7	68	0.48
17.7	315.2	591.3	101.6	68	0.53
27.1	395.9	619.9	101.4	20	1.28
17.2	399.1	418.1	101.5	77	0.36
15.9	378.6	598.4	101.5	70	0.54
19.4	388.1	609.5	101.4	62	0.67
27.3	303.8	632.9	101.4	19	1.19
15.9	446	283.7	101.6	79	0.28
18	332.5	575	101.4	59	0.61
18	299.7	527.7	101.2	72	0.47
24.7	251.5	612	101.3	27	0.95
16	398.1	337.9	101.6	74	0.34
19.7	289.3	629.9	101.4	49	0.77
17.1	342.1	589.4	101.2	75	0.49
20.3	307.9	586.7	101	55	0.68
16.4	427.8	524	101.8	67	0.51
19.7	305.7	627.3	101.5	34	0.78
17.7	338.9	545.6	101.4	78	0.45
17.2	394.5	520.8	101.2	74	0.47
16.4	359.9	615.8	101.9	68	0.55
16.3	356.7	609.7	101.5	74	0.5
19.6	343	529.9	101.4	59	0.55
17.6	370.8	543.4	101.3	69	0.53
17.8	286.1	546.9	101.9	69	0.48
15.5	435	289.8	101.1	73	0.33
18.6	410.4	537.4	101.2	68	0.52
16.5	389.5	286.8	101.1	81	0.28
18.5	294.3	629.8	101.4	65	0.58
16	436	542.1	101.2	65	0.55
18.4	395	485.7	101.2	71	0.45
16.4	423.7	285.4	101.1	75	0.32
18.1	356.7	589.9	101.1	70	0.53
17.7	307.9	614.5	101.5	68	0.56
17.6	408.6	416.9	101.2	74	0.4
17.3	345.8	405.7	101.4	66	0.44
16.3	375.4	480.2	101.5	76	0.4
20	407.3	607.2	101.4	43	0.78
15.3	543.9	285	101.2	74	0.32
17.7	415.5	440.7	101.6	73	0.45
16.6	369.4	585.2	101.7	68	0.55
18.7	355.3	580.9	101.4	61	0.6
13.7	500.6	372.4	101.2	64	0.42
17.2	460.1	451.8	101.4	73	0.45
17	366.3	514.4	101.4	61	0.56
16.5	340.3	554.9	101.4	78	0.43
15.8	404.5	526.1	101.6	66	0.51
17.5	415	408.3	101.4	68	0.46
17.1	648.2	425.8	101.1	63	0.58
15.2	319.3	294.7	101.2	75	0.27
15.6	480.6	293.6	101.9	75	0.35
17.5	458.7	485.8	101.6	66	0.55
16.4	529.3	432.5	101.1	79	0.42
15.5	474.2	407	101.1	67	0.46
15.8	431.9	411.6	101.8	78	0.37
17.5	411.8	503.4	101.5	72	0.49
17	363.5	548.2	101.4	73	0.5
16.5	405.9	636.1	101.4	59	0.68
16.9	470.6	546.8	101.4	70	0.53
17.2	358.5	513.2	101.3	74	0.45
16.8	430.5	316.8	101.6	74	0.36
19.1	364	682.2	101.6	40	0.88
14.2	492.4	245.2	101	88	0.19
17.7	361.2	511.1	101.3	72	0.47
16.8	387.2	342.9	101.6	74	0.35
22.5	362.2	669.4	101.4	21	1.14
14.2	524.3	326.6	100.5	74	0.32
17.8	454.6	431.6	101.3	73	0.44
16.7	365.3	369	101.5	72	0.38
21.8	366.7	656.8	101.2	27	1.03
15.2	400.4	520.3	101.4	69	0.47
17	462.4	555.7	101.3	63	0.62
16.6	368.1	451.4	101.4	59	0.52
18.1	362.2	605.7	101.5	69	0.58
14.9	472.9	392.6	101.7	69	0.44
16.5	512.5	603.3	101.4	62	0.69
16.4	516.1	359.3	101.2	74	0.37
17.5	322.5	631.9	101.4	67	0.58
15.2	407.3	637.6	102	61	0.6
15.4	509.3	458.5	101.5	54	0.62
16.3	502.5	478	101.1	69	0.53
16.5	354	455.6	101.5	73	0.41
16.4	390.9	682.5	101.5	70	0.6
14.9	461	611.2	101.6	51	0.71
17.1	361.2	685	101.3	64	0.66
16.4	307	313.6	101.7	76	0.3
16.3	423.7	627.4	101.2	77	0.52
15.2	487	617.2	101.9	61	0.65
17.5	349.4	586.5	101.2	76	0.49
16.2	377.6	307.6	101.5	83	0.26
16.1	389.5	382.1	101.2	71	0.39
15.6	415	684.5	101.6	62	0.66
17.7	326.2	630.5	101.3	74	0.55
16.5	287.4	309.7	101.5	81	0.25
16.8	411.8	454.9	101.6	59	0.54
16.7	341.2	607.4	101.4	61	0.58
17.5	404.5	604.4	101.2	69	0.6
16.5	362.6	274.4	101.4	77	0.28
16.8	335.7	689.6	101.8	65	0.65
17.3	353.5	617.1	101.4	67	0.57
16.9	599.9	290.5	101	73	0.42
17.5	433.7	577.7	101.6	64	0.62
16.6	638.7	558	101.6	67	0.65
17.5	451	638.1	101.6	64	0.67
14.8	492.4	347.9	101.1	55	0.5
17.1	463.3	542.6	101.6	65	0.58
15.9	669.6	652.3	101.8	44	0.98
16.9	430.9	608.9	101.6	74	0.54
16	389.5	646.5	101.1	62	0.64
17	431.7	627.6	101.4	66	0.62
17.7	436.4	714.7	101.8	36	0.97
17.3	323.9	671.6	101.5	70	0.59
16.1	417.3	582.4	101.3	65	0.57
18.6	403.6	695.6	101.3	60	0.74
17.7	287.9	715.2	101.3	50	0.76
17.3	369	612.9	101.4	74	0.52
17	372.2	688.6	101.4	66	0.67
20.4	345.8	707.9	101.2	56	0.78
16.1	410.9	613.2	101.3	72	0.56
17.5	350.3	459.5	101.2	77	0.39
18.6	422.3	665.7	101.4	75	0.63
19	390.4	684.9	101.2	77	0.62
14.5	596.8	562	101.8	55	0.69
17.5	353	529	101.3	77	0.45
21.5	392.7	673.9	101.1	59	0.83
18.4	367.6	559.2	101.2	74	0.51
14.5	573.1	638.9	102.1	56	0.73
17.6	337.6	584	101.6	73	0.52
22.7	298.8	674.5	100.9	49	0.83
17.6	354.9	323	101.2	80	0.29
14.9	462.8	537.9	101.9	68	0.52
17.9	431.9	614.5	101.6	75	0.57
17.4	415.9	480.2	101	77	0.42
18.2	371.3	442	101.2	77	0.4
15.5	509.8	660.6	101.9	66	0.64
17.7	438.7	559.8	101.2	74	0.53
16.1	393.1	672.7	101.3	66	0.65
18.1	445.5	286.9	101.3	82	0.28
16.8	428.2	703.6	101.7	63	0.71
17.9	668.3	488.9	101.3	76	0.56
16.8	369.4	604.3	101.5	63	0.62
17.5	337.1	348.1	101.1	83	0.28
20	384.5	717.1	101.7	57	0.84
16.4	656.4	483.5	101.6	60	0.67
16.7	538	375.1	101.4	54	0.6
18.3	355.3	466.6	101.1	79	0.41
20.2	339.4	690.2	101.5	64	0.72
15.7	629.6	374.1	101.6	61	0.57
16.7	443.7	437.5	101.3	64	0.52
18.9	401.3	442.8	101	79	0.4
19.9	328.4	711	101.4	65	0.71
16.4	462.8	545.6	101.5	62	0.61
16.9	339.4	511.2	101.4	65	0.51
17.6	361.2	308.1	101.2	84	0.25
17.8	347.1	704.1	101.4	78	0.6
16.1	477.4	368.9	101.3	67	0.47
17.3	436.4	550	101.3	64	0.61
17.5	326.6	333.4	101.2	81	0.29
15.8	364.4	531.6	101.2	84	0.36
16	424.1	350.3	101.2	67	0.41
17.1	405.9	392.7	101.3	63	0.48
17.4	386.8	251	101.4	84	0.23
16.2	344.4	473.2	101.4	84	0.33
16	387.2	299.1	101	67	0.38
16.7	414.5	595.7	101.5	64	0.62
18.4	376.7	477.6	101.3	73	0.47
17.4	361.2	488	101.4	75	0.45
17.1	366.7	531.2	101.2	68	0.53
17.2	357.1	534.5	101.5	69	0.5
18.6	470.1	402.6	101.1	73	0.46
16.5	432.8	298.6	101.1	77	0.32
16.5	384.5	324.8	101.6	76	0.34
17.6	357.6	604.6	101.5	64	0.63
17.4	420.5	533.1	101.3	62	0.61
17.5	376.3	595.1	101	67	0.58
17.5	393.6	556.6	101.6	68	0.57
16.8	373.5	619.5	101.5	64	0.64
16.8	432.3	413.8	101.3	60	0.53
18.9	370.8	701.2	101	68	0.69
18.4	400.4	676.7	101.5	65	0.71
15.8	482.4	360.6	101.5	60	0.49
17.2	469.2	476.8	101.3	53	0.63
19.3	425	679.7	101.2	73	0.66
17.9	445.5	660.4	101.6	74	0.62
17.4	406.8	678.8	101.7	60	0.73
17.2	438.2	611.5	101.6	60	0.68
18.8	355.3	642.5	101.3	75	0.57
18.2	405.4	639.4	101.4	72	0.61
18.4	395.4	592.7	101.6	69	0.6
17.3	463.7	650.7	101.6	66	0.69
19.2	345.3	525.6	101.1	77	0.46
17.8	391.3	620.7	101.5	69	0.58
19.9	454.2	642.4	101.4	68	0.72
17.5	528	539.3	101.6	62	0.66
17.4	385.4	514.4	101.1	80	0.43
18.3	500.6	629.8	101.6	65	0.69
18.4	482.9	433	101.1	75	0.46
17	495.6	341.2	101.5	66	0.48
17.1	397.2	546.9	101.3	71	0.52
17.7	393.6	712	101.5	64	0.74
17.9	416.4	623.3	101.2	66	0.62
16.2	720.7	313.2	101.2	58	0.6
17.6	316.1	479.2	101.5	75	0.43
17.2	436.9	646.5	101.3	69	0.64
17.1	377.6	660.1	101.3	70	0.63
16	586.7	361.4	101.4	62	0.53
18.1	400.9	681.6	101.5	70	0.68
17.4	383.6	718.4	101.2	69	0.68
17.3	374.5	654.6	101.5	63	0.67
16.6	453.7	608.3	101.4	62	0.66
17.6	375.4	620.3	101.3	66	0.64
16.7	434.1	542.2	101.4	71	0.53
17.4	385.8	473.2	101.2	65	0.51
16.8	380.8	336.1	101.5	68	0.38
17.8	484.2	479.8	101.2	73	0.51
16.9	406.3	560.2	101.4	68	0.57
16.2	631.4	311	100.9	83	0.33
17.2	368.1	375.9	101.4	69	0.41
16.3	838.2	500.1	100.9	58	0.75
17.3	446.9	615.3	101.5	69	0.63
16.8	404.1	605.2	101.5	67	0.61
17.6	374.9	610.5	101.3	70	0.58
16.7	399.5	665.7	101.2	63	0.68
17.2	404.5	653.7	101.5	64	0.67
17.3	418.2	538.7	101.5	72	0.53
18.1	317.5	696.6	101.2	73	0.63
17.8	384	688.6	101.5	55	0.74
16.9	380.8	557	101.4	75	0.49
17.3	465.1	591.6	101.5	65	0.64
18.8	389.5	669.1	101.2	72	0.64
18.8	373.5	666.1	101.5	59	0.71
16.3	390.4	369.3	101.6	75	0.35
17.6	436.9	725.4	101.4	62	0.79
18.2	342.1	700.4	101.4	72	0.64
19.3	379.9	696.8	101.3	68	0.68
16.5	362.2	346	101.6	75	0.34
19.9	363.5	690.5	101.4	59	0.77
18.4	449.2	629.7	101.4	77	0.59
20	315.2	700.5	101.2	67	0.69
16.5	422.7	332.8	101.3	73	0.37
21.3	346.7	693.6	101.3	58	0.78
18.7	412.3	528	101.3	75	0.49
17.9	439.6	538.7	101.2	73	0.54
17.3	445.5	491.9	101.3	64	0.56
21.2	315.7	720	101	64	0.76
19	409.1	511.4	101.1	77	0.48
16.2	477.4	534	101.3	61	0.61
17.8	401.8	680.9	101.6	60	0.75
18.4	511.6	639.3	101	77	0.61
18.1	506.6	361.8	101.3	79	0.38
15.9	500.2	632.2	101.7	57	0.71
18	484.7	478.4	101.5	70	0.53
19.1	386.8	687.8	101.2	72	0.67
18.4	387.2	336.8	101.3	76	0.36
16.2	536.2	726.4	101.8	61	0.79
17.1	404.5	397.3	101.3	78	0.3
19.4	364	520	101.1	76	0.47
18.2	425.9	345.6	101.3	79	0.36
17	425	681.6	101.6	59	0.72
16.4	313	309.6	101.2	84	0.24
20.1	331.6	504.6	101	79	0.47
17.5	333.9	334.4	101.1	83	0.28
17.2	366.7	743.2	101.4	68	0.69
16.6	398.6	294.9	101.1	82	0.27
20.9	342.6	401.1	101	82	0.38
17	332.5	328.4	101.1	81	0.28
17.3	379	704.8	101.5	72	0.64
16.7	395.9	311.8	101.4	78	0.3
20.2	353	388.3	101.4	86	0.32
16.8	346.7	336.7	101.2	79	0.3
16.7	426.4	607.7	101.6	68	0.59
17.5	432.8	353.3	101.5	79	0.35
19.8	398.1	452.9	101.4	83	0.41
17.6	369	337.2	101.6	79	0.32
16.7	392.2	559.1	101.3	69	0.55
17.6	389	522	101.4	76	0.47
18.1	417.7	634.7	101.4	72	0.63
18	483.3	597.3	101.7	74	0.59
16.8	379	599.5	101.2	76	0.52
17.3	383.1	509.1	101.2	79	0.42
17.7	613.6	400	101.2	69	0.54
